developer_name,project_name,property_type,rooms_count,area,price_total,price_per_m2,floor,completion_year,address,district
Ava Dom,Режиссёр,Квартира,4,48.7,9219000.0,189300.0,3,2026,"г. Краснодар, ул. Старокубанская, д. 100/6",Черёмушки
СЕМЬЯ,Тёплые края,Коммерческая Недвижимость,*,83.5,13761000.0,164800.0,1,Сдан,"г. Краснодар, ул. им. Александра Гикало, д. 11",Российская
НЕОМЕТРИЯ,Айвазовский,Квартира,4,57.0,8122000.0,142500.0,24,Сдан,"г. Краснодар, ул. Старокубанская, д. 123а",Центральный
DOGMA,ПАРК ПОБЕДЫ,Квартира,1,80.2,9480000.0,118200.0,23,Сдан,"​г. Краснодар, ул. им. Героя Пешкова, д. 14",Российская
ССК,Сердце,Квартира,1,91.9,10642000.0,115800.0,7,Сдан,"г. Краснодар, ул. Школьная, д. 1",Фестивальный
ССК,Дыхание,Квартира,4,34.6,4294000.0,124100.0,25,3кв. 2025,"г. Краснодар, ул. Летчика Позднякова, д. 2",Фестивальный
НЕОМЕТРИЯ,Южане,Коммерческая Недвижимость,*,67.4,9739000.0,144500.0,2,Сдан,"г. Краснодар, ул. им. Даниила Смоляна, д. 78",Гидростроителей
ССК,Дыхание,Квартира,3,32.4,3904000.0,120500.0,19,3кв. 2025,"г. Краснодар, ул. Летчика Позднякова, д. 2",Фестивальный
DOGMA,МКР САМОЛЁТ,Квартира,5,36.3,4766000.0,131300.0,2,Сдан,"г. Краснодар, ул. Ивана Беличенко, д. 90",Центральный
DOGMA,REEDS,Квартира,1,47.1,6928000.0,147100.0,8,2028,"г. Краснодар, ул. Николая Огурцова",Черёмушки
ТОЧНО,Патрики,Квартира,4,62.2,7713000.0,124000.0,4,2026,"г. Краснодар, пер. Монтажников, д. 163",Гидростроителей
БЭЛ Девелопмент,Green Apple,Квартира,1,86.9,10298000.0,118500.0,10,Сдан,"г. Краснодар, пр. Придорожный, д. 60",Российская
НЕОМЕТРИЯ,Южане,Квартира,5,59.9,8320000.0,138900.0,2,Сдан,"г. Краснодар, ул. им. Даниила Смоляна, д. 78",Гидростроителей
ТОЧНО,Патрики,Квартира,4,67.9,8664000.0,127600.0,14,2026,"г. Краснодар, пер. Монтажников, д. 163",Гидростроителей
Ava Dom,Новелла,Квартира,3,98.8,12508000.0,126600.0,19,Сдан,"г. Краснодар, ул.Питерская, д. 40",Черёмушки
СЕМЬЯ,Все Свои VIP,Коммерческая Недвижимость,*,91.8,14128000.0,153900.0,1,Сдан,"г. Краснодар, ул. Колхозная, д. 5/2",Гидростроителей
Ava Dom,The Grand Palace,Квартира,2,99.0,20701000.0,209100.0,12,Сдан,"г. Краснодар, ул.Уральская, д. 75/6",Гидростроителей
НЕОМЕТРИЯ,Южане,Квартира,5,54.7,7855000.0,143600.0,2,Сдан,"г. Краснодар, ул. им. Даниила Смоляна, д. 78",Гидростроителей
НЕОМЕТРИЯ,Айвазовский,Коммерческая Недвижимость,*,83.2,11507000.0,138300.0,2,Сдан,"г. Краснодар, ул. Старокубанская, д. 123а",Центральный
Ava Dom,Новелла,Коммерческая Недвижимость,*,117.3,18862000.0,160800.0,1,Сдан,"г. Краснодар, ул.Питерская, д. 40",Черёмушки
Ava Dom,Смородина,Коммерческая Недвижимость,*,71.5,10510000.0,147000.0,2,2028,"г. Краснодар, ул. Владимира Жириновского, д. 1",Фестивальный
ССК,Ракурс,Квартира,2,49.9,5808000.0,116400.0,6,2028,"г. Краснодар, пер. Снежный, д. 72",Юбилейный
ССК,Традиции,Квартира,1,56.8,6572000.0,115700.0,14,2027,"пгт. Яблоновский, ул. Тургеневское шоссе",Российская
СЕМЬЯ,Друзья,Квартира,4,81.4,10517000.0,129200.0,23,Сдан,"г. Краснодар, пер. Серова, д. 75",Российская
БЭЛ Девелопмент,Green Apple,Квартира,1,27.7,3158000.0,114000.0,2,Сдан,"г. Краснодар, пр. Придорожный, д. 60",Российская
DOGMA,REEDS,Коммерческая Недвижимость,*,109.9,20980000.0,190900.0,1,2028,"г. Краснодар, ул. Николая Огурцова",Черёмушки
Ava Dom,Небо,Коммерческая Недвижимость,*,75.7,11635000.0,153700.0,4,2028,"г. Краснодар, ул. Ярославская, д. 115",Черёмушки
DOGMA,REEDS,Квартира,4,116.7,20329000.0,174200.0,22,2028,"г. Краснодар, ул. Николая Огурцова",Черёмушки
DOGMA,REEDS,Квартира,2,78.8,12852000.0,163100.0,19,2028,"г. Краснодар, ул. Николая Огурцова",Черёмушки
DOGMA,Квартал САМОЛЁТ,Апартаменты,*,48.6,5866000.0,120700.0,20,2028,"г. Краснодар, ул. им. Ивана Беличенко, д. 88",Российская
DOGMA,REEDS,Квартира,2,119.7,18362000.0,153400.0,21,2028,"г. Краснодар, ул. Николая Огурцова",Черёмушки
DOGMA,DOGMA PARK,Квартира,1,48.7,7427000.0,152500.0,15,2027,"г. Краснодар, ул. Марины Цветаевой, д. 1",Пашковский
ССК,Фонтаны,Квартира,5,78.5,12230000.0,155800.0,2,2026,"г. Краснодар, ул. Старокубанская, д. 2/23",Гидростроителей
ССК,Фонтаны,Квартира,1,74.8,11265000.0,150600.0,3,2026,"г. Краснодар, ул. Старокубанская, д. 2/23",Гидростроителей
ССК,Традиции,Коммерческая Недвижимость,*,31.4,4283000.0,136400.0,3,2027,"пгт. Яблоновский, ул. Тургеневское шоссе",Российская
ССК,Лучший,Квартира,4,28.9,3904000.0,135100.0,12,2026,"г. Краснодар, наб. Степная, д. 94",Черёмушки
СЕМЬЯ,Тёплые края,Квартира,4,42.0,5620000.0,133800.0,20,Сдан,"г. Краснодар, ул. им. Александра Гикало, д. 11",Российская
DOGMA,ПАРК ПОБЕДЫ,Коммерческая Недвижимость,*,118.3,17083000.0,144400.0,4,Сдан,"​г. Краснодар, ул. им. Героя Пешкова, д. 14",Российская
DOGMA,Квартал САМОЛЁТ,Квартира,2,96.6,11611000.0,120200.0,2,2028,"г. Краснодар, ул. им. Ивана Беличенко, д. 88",Российская
Ava Dom,Новелла,Коммерческая Недвижимость,*,29.1,4295000.0,147600.0,3,Сдан,"г. Краснодар, ул.Питерская, д. 40",Черёмушки
БЭЛ Девелопмент,Green Apple,Квартира,2,72.1,8969000.0,124400.0,12,Сдан,"г. Краснодар, пр. Придорожный, д. 60",Российская
СЕМЬЯ,Все Свои Vip,Квартира,4,27.4,3562000.0,130000.0,15,Сдан,"г. Краснодар, ул. Колхозная, д. 5/2",Центральный
ССК,Фонтаны,Квартира,3,25.6,3840000.0,150000.0,13,2026,"г. Краснодар, ул. Старокубанская, д. 2/23",Гидростроителей
СЕМЬЯ,Все Свои VIP,Квартира,2,70.7,8611000.0,121800.0,7,Сдан,"г. Краснодар, ул. Колхозная, д. 5/2",Гидростроителей
СЕМЬЯ,Друзья,Квартира,3,33.8,4282000.0,126700.0,2,Сдан,"г. Краснодар, пер. Серова, д. 75",Российская
ССК,Ракурс,Коммерческая Недвижимость,*,86.5,10986000.0,127000.0,1,2028,"г. Краснодар, пер. Снежный, д. 72",Юбилейный
БЭЛ Девелопмент,Green Apple,Коммерческая Недвижимость,*,38.5,5413000.0,140600.0,2,Сдан,"г. Краснодар, пр. Придорожный, д. 60",Российская
DOGMA,Рекорд2,Квартира,4,49.5,6509000.0,131500.0,1,2026,"​г. Краснодар, ул. Новороссийская, д. 102/8",Пашковский
НЕОМЕТРИЯ,Южане,Квартира,4,66.4,9176000.0,138200.0,24,Сдан,"г. Краснодар, ул. им. Даниила Смоляна, д. 78",Гидростроителей
DOGMA,REEDS,Квартира,3,42.7,6815000.0,159600.0,2,2028,"г. Краснодар, ул. Николая Огурцова",Черёмушки
DOGMA,Квартал САМОЛЁТ,Апартаменты,*,109.6,13579000.0,123900.0,18,2028,"г. Краснодар, ул. им. Ивана Беличенко, д. 88",Российская
ССК,Сердце,Квартира,4,42.6,5508000.0,129300.0,21,Сдан,"г. Краснодар, ул. Школьная, д. 1",Фестивальный
СЕМЬЯ,Все Свои VIP,Квартира,1,94.0,11242000.0,119600.0,10,Сдан,"г. Краснодар, ул. Колхозная, д. 5/2",Гидростроителей
DOGMA,REEDS,Коммерческая Недвижимость,*,55.2,12133000.0,219800.0,3,2028,"г. Краснодар, ул. Николая Огурцова",Черёмушки
ССК,Фонтаны,Квартира,4,32.0,5008000.0,156500.0,20,2026,"г. Краснодар, ул. Старокубанская, д. 2/23",Гидростроителей
СЕМЬЯ,Тёплые края,Коммерческая Недвижимость,*,112.1,18250000.0,162800.0,3,Сдан,"г. Краснодар, ул. им. Александра Гикало, д. 11",Российская
СЕМЬЯ,Все Свои VIP,Квартира,5,63.1,8474000.0,134300.0,11,Сдан,"г. Краснодар, ул. Колхозная, д. 5/2",Гидростроителей
НЕОМЕТРИЯ,Южане,Квартира,1,83.8,10810000.0,129000.0,2,Сдан,"г. Краснодар, ул. им. Даниила Смоляна, д. 78",Гидростроителей
DOGMA,МКР САМОЛЁТ,Коммерческая Недвижимость,*,54.0,8235000.0,152500.0,2,Сдан,"г. Краснодар, ул. Ивана Беличенко, д. 90",Центральный
ССК,Дыхание,Квартира,5,89.1,11405000.0,128000.0,7,3кв. 2025,"г. Краснодар, ул. Летчика Позднякова, д. 2",Фестивальный
СЕМЬЯ,Тёплые края,Квартира,1,86.3,9873000.0,114400.0,16,Сдан,"г. Краснодар, ул. им. Александра Гикало, д. 11",Российская
Ava Dom,Новелла,Квартира,1,88.0,10569000.0,120100.0,21,Сдан,"г. Краснодар, ул.Питерская, д. 40",Черёмушки
ТОЧНО,Патрики,Квартира,2,85.0,10217000.0,120200.0,25,2026,"г. Краснодар, пер. Монтажников, д. 163",Гидростроителей
Ava Dom,The Grand Palace,Квартира,1,87.9,18318000.0,208400.0,25,Сдан,"г. Краснодар, ул.Уральская, д. 75/6",Гидростроителей
СЕМЬЯ,Все Свои VIP,Квартира,1,83.9,10211000.0,121700.0,12,Сдан,"г. Краснодар, ул. Колхозная, д. 5/2",Гидростроителей
Ava Dom,Смородина,Квартира,5,61.1,8181000.0,133900.0,11,2028,"г. Краснодар, ул. Владимира Жириновского, д. 1",Фестивальный
ССК,Фонтаны,Квартира,2,26.5,4105000.0,154900.0,18,2026,"г. Краснодар, ул. Старокубанская, д. 2/23",Гидростроителей
ТОЧНО,ПЕРВОЕ МЕСТО,Квартира,3,30.8,3881000.0,126000.0,15,Сдан,"г. Краснодар, бул. Лесный, д. 69",Черёмушки
DOGMA,МКР САМОЛЁТ,Квартира,5,45.9,6082000.0,132500.0,6,Сдан,"г. Краснодар, ул. Ивана Беличенко, д. 90",Центральный
Ava Dom,Смородина,Квартира,4,74.3,9971000.0,134200.0,15,2028,"г. Краснодар, ул. Владимира Жириновского, д. 1",Фестивальный
ССК,Лучший,Квартира,2,37.8,4430000.0,117200.0,7,2026,"г. Краснодар, наб. Степная, д. 94",Черёмушки
СЕМЬЯ,Друзья,Квартира,5,96.7,12407000.0,128300.0,5,Сдан,"г. Краснодар, пер. Серова, д. 75",Российская
СЕМЬЯ,Тёплые края,Квартира,3,82.8,9986000.0,120600.0,15,Сдан,"г. Краснодар, ул. им. Александра Гикало, д. 11",Российская
ССК,Сердце,Квартира,4,75.1,9493000.0,126400.0,21,Сдан,"г. Краснодар, ул. Школьная, д. 1",Фестивальный
СЕМЬЯ,Друзья,Квартира,3,38.2,4974000.0,130200.0,15,Сдан,"г. Краснодар, пер. Серова, д. 75",Российская
ТОЧНО,Васильевский остров,Квартира,3,61.3,7387000.0,120500.0,3,2026,"г. Краснодар, наб. Березовая, д. 91",Пашковский
СЕМЬЯ,Друзья,Коммерческая Недвижимость,*,101.0,15958000.0,158000.0,3,Сдан,"г. Краснодар, пер. Серова, д. 75",Российская
Ava Dom,The Grand Palace,Квартира,5,47.7,11415000.0,239300.0,16,Сдан,"г. Краснодар, ул.Уральская, д. 75/6",Гидростроителей
ССК,Дыхание,Коммерческая Недвижимость,*,96.7,14573000.0,150700.0,1,3кв. 2025,"г. Краснодар, ул. Летчика Позднякова, д. 2",Фестивальный
ССК,Сердце,Квартира,4,44.2,5927000.0,134100.0,23,Сдан,"г. Краснодар, ул. Школьная, д. 1",Фестивальный
ССК,Ракурс,Квартира,5,66.1,8408000.0,127200.0,9,2028,"г. Краснодар, пер. Снежный, д. 72",Юбилейный
БЭЛ Девелопмент,Green Apple,Апартаменты,*,118.5,13900000.0,117300.0,18,Сдан,"г. Краснодар, пр. Придорожный, д. 60",Российская
ТОЧНО,Патрики,Квартира,3,68.3,8824000.0,129200.0,12,2026,"г. Краснодар, пер. Монтажников, д. 163",Гидростроителей
СЕМЬЯ,Друзья,Квартира,5,33.3,4575000.0,137400.0,24,Сдан,"г. Краснодар, пер. Серова, д. 75",Российская
DOGMA,МКР САМОЛЁТ,Квартира,3,110.3,13578000.0,123100.0,7,Сдан,"г. Краснодар, ул. Ивана Беличенко, д. 90",Центральный
СЕМЬЯ,Тёплые края,Коммерческая Недвижимость,*,95.8,14667000.0,153100.0,1,Сдан,"г. Краснодар, ул. им. Александра Гикало, д. 11",Российская
Ava Dom,Режиссёр,Квартира,4,88.2,17093000.0,193800.0,13,2026,"г. Краснодар, ул. Старокубанская, д. 100/6",Черёмушки
СЕМЬЯ,Тёплые края,Коммерческая Недвижимость,*,75.8,11582000.0,152800.0,2,Сдан,"г. Краснодар, ул. им. Александра Гикало, д. 11",Российская
DOGMA,ПАРК ПОБЕДЫ,Квартира,4,103.7,13035000.0,125700.0,8,Сдан,"​г. Краснодар, ул. им. Героя Пешкова, д. 14",Российская
ССК,Дыхание,Квартира,2,48.5,5708000.0,117700.0,12,3кв. 2025,"г. Краснодар, ул. Летчика Позднякова, д. 2",Фестивальный
ССК,Дыхание,Коммерческая Недвижимость,*,31.9,4539000.0,142300.0,4,3кв. 2025,"г. Краснодар, ул. Летчика Позднякова, д. 2",Фестивальный
Ava Dom,Режиссёр,Квартира,1,81.5,14784000.0,181400.0,22,2026,"г. Краснодар, ул. Старокубанская, д. 100/6",Черёмушки
ССК,Традиции,Квартира,4,60.0,8112000.0,135200.0,16,2027,"пгт. Яблоновский, ул. Тургеневское шоссе",Российская
DOGMA,МКР САМОЛЁТ,Коммерческая Недвижимость,*,80.0,13456000.0,168200.0,2,Сдан,"г. Краснодар, ул. Ивана Беличенко, д. 90",Центральный
Ava Dom,The Grand Palace,Квартира,5,75.9,17487000.0,230400.0,21,Сдан,"г. Краснодар, ул.Уральская, д. 75/6",Гидростроителей
DOGMA,МКР САМОЛЁТ,Квартира,5,48.9,6479000.0,132500.0,8,Сдан,"г. Краснодар, ул. Ивана Беличенко, д. 90",Центральный
ССК,Ракурс,Коммерческая Недвижимость,*,94.3,13900000.0,147400.0,3,2028,"г. Краснодар, пер. Снежный, д. 72",Юбилейный
Ava Dom,Режиссёр,Коммерческая Недвижимость,*,78.7,19722000.0,250600.0,3,2026,"г. Краснодар, ул. Старокубанская, д. 100/6",Черёмушки
ССК,Ракурс,Квартира,3,70.1,9071000.0,129400.0,12,2028,"г. Краснодар, пер. Снежный, д. 72",Юбилейный
Ava Dom,Новелла,Квартира,3,58.4,7551000.0,129300.0,21,Сдан,"г. Краснодар, ул.Питерская, д. 40",Черёмушки
Ava Dom,Небо,Квартира,2,58.5,7359000.0,125800.0,8,2028,"г. Краснодар, ул. Ярославская, д. 115",Черёмушки
ТОЧНО,Патрики,Коммерческая Недвижимость,*,31.2,5026000.0,161100.0,4,2026,"г. Краснодар, пер. Монтажников, д. 163",Гидростроителей
DOGMA,REEDS,Квартира,5,48.7,8649000.0,177600.0,18,2028,"г. Краснодар, ул. Николая Огурцова",Черёмушки
DOGMA,Квартал САМОЛЁТ,Коммерческая Недвижимость,*,106.8,14493000.0,135700.0,2,2028,"г. Краснодар, ул. им. Ивана Беличенко, д. 88",Российская
DOGMA,DOGMA PARK,Квартира,4,51.0,9093000.0,178300.0,25,2027,"г. Краснодар, ул. Марины Цветаевой, д. 1",Пашковский
ССК,Сегодня,Квартира,4,60.5,7835000.0,129500.0,11,Сдан,"г. Краснодар, ул. Ветеранов, д. 85",Центральный
ССК,Дыхание,Квартира,2,105.9,12613000.0,119100.0,15,3кв. 2025,"г. Краснодар, ул. Летчика Позднякова, д. 2",Фестивальный
НЕОМЕТРИЯ,Айвазовский,Апартаменты,*,30.0,3660000.0,122000.0,22,Сдан,"г. Краснодар, ул. Старокубанская, д. 123а",Центральный
Ava Dom,Новелла,Квартира,1,119.9,14100000.0,117600.0,13,Сдан,"г. Краснодар, ул.Питерская, д. 40",Черёмушки
DOGMA,Квартал САМОЛЁТ,Коммерческая Недвижимость,*,94.0,12342000.0,131300.0,2,2028,"г. Краснодар, ул. им. Ивана Беличенко, д. 88",Российская
ТОЧНО,Патрики,Квартира,1,41.3,4919000.0,119100.0,22,2026,"г. Краснодар, пер. Монтажников, д. 163",Гидростроителей
СЕМЬЯ,Тёплые края,Квартира,5,110.8,15102000.0,136300.0,21,Сдан,"г. Краснодар, ул. им. Александра Гикало, д. 11",Российская
DOGMA,ПАРК ПОБЕДЫ,Квартира,2,30.7,3733000.0,121600.0,9,Сдан,"​г. Краснодар, ул. им. Героя Пешкова, д. 14",Российская
ТОЧНО,Патрики,Квартира,1,38.7,4718000.0,121900.0,5,2026,"г. Краснодар, пер. Монтажников, д. 163",Гидростроителей
БЭЛ Девелопмент,Green Apple,Квартира,4,58.4,7329000.0,125500.0,22,Сдан,"г. Краснодар, пр. Придорожный, д. 60",Российская
ССК,Ракурс,Квартира,4,98.5,13100000.0,133000.0,15,2028,"г. Краснодар, пер. Снежный, д. 72",Юбилейный
ССК,Лучший,Квартира,4,101.0,13170000.0,130400.0,6,2026,"г. Краснодар, наб. Степная, д. 94",Черёмушки
DOGMA,DOGMA PARK,Квартира,5,43.1,7301000.0,169400.0,22,2027,"г. Краснодар, ул. Марины Цветаевой, д. 1",Пашковский
DOGMA,Квартал САМОЛЁТ,Квартира,5,105.6,14478000.0,137100.0,16,2028,"г. Краснодар, ул. им. Ивана Беличенко, д. 88",Российская
ТОЧНО,ПЕРВОЕ МЕСТО,Коммерческая Недвижимость,*,41.1,5540000.0,134800.0,3,Сдан,"г. Краснодар, бул. Лесный, д. 69",Черёмушки
БЭЛ Девелопмент,Green Apple,Квартира,4,88.0,10991000.0,124900.0,11,Сдан,"г. Краснодар, пр. Придорожный, д. 60",Российская
Ava Dom,Новелла,Квартира,3,95.9,11824000.0,123300.0,8,Сдан,"г. Краснодар, ул.Питерская, д. 40",Черёмушки
ССК,Сегодня,Квартира,5,69.3,9161000.0,132200.0,10,Сдан,"г. Краснодар, ул. Ветеранов, д. 85",Центральный
DOGMA,REEDS,Квартира,3,116.3,19399000.0,166800.0,12,2028,"г. Краснодар, ул. Николая Огурцова",Черёмушки
БЭЛ Девелопмент,Green Apple,Апартаменты,*,74.4,9144000.0,122900.0,21,Сдан,"г. Краснодар, пр. Придорожный, д. 60",Российская
ТОЧНО,Патрики,Квартира,3,46.4,5925000.0,127700.0,14,2026,"г. Краснодар, пер. Монтажников, д. 163",Гидростроителей
DOGMA,DOGMA PARK,Квартира,5,43.9,8179000.0,186300.0,12,2027,"г. Краснодар, ул. Марины Цветаевой, д. 1",Пашковский
Ava Dom,Небо,Квартира,5,60.1,7975000.0,132700.0,18,2028,"г. Краснодар, ул. Ярославская, д. 115",Черёмушки
СЕМЬЯ,Тёплые края,Квартира,5,67.1,8455000.0,126000.0,5,Сдан,"г. Краснодар, ул. им. Александра Гикало, д. 11",Российская
ССК,Традиции,Квартира,2,30.5,3877000.0,127100.0,3,2027,"пгт. Яблоновский, ул. Тургеневское шоссе",Российская
Ava Dom,Режиссёр,Коммерческая Недвижимость,*,53.5,13386000.0,250200.0,3,2026,"г. Краснодар, ул. Старокубанская, д. 100/6",Черёмушки
НЕОМЕТРИЯ,Южане,Апартаменты,*,105.0,13188000.0,125600.0,18,Сдан,"г. Краснодар, ул. им. Даниила Смоляна, д. 78",Гидростроителей
ТОЧНО,ПЕРВОЕ МЕСТО,Коммерческая Недвижимость,*,36.9,6225000.0,168700.0,1,Сдан,"г. Краснодар, бул. Лесный, д. 69",Черёмушки
ССК,Сегодня,Квартира,5,75.6,10062000.0,133100.0,23,Сдан,"г. Краснодар, ул. Ветеранов, д. 85",Центральный
ТОЧНО,Васильевский остров,Квартира,3,68.2,8730000.0,128000.0,5,2026,"г. Краснодар, наб. Березовая, д. 91",Пашковский
СЕМЬЯ,Все Свои Vip,Квартира,1,41.85,4809000.0,114900.0,23,Сдан,"г. Краснодар, ул. Колхозная, д. 5/2",Центральный
НЕОМЕТРИЯ,Айвазовский,Квартира,2,59.0,7936000.0,134500.0,8,Сдан,"г. Краснодар, ул. Старокубанская, д. 123а",Центральный
ССК,Сердце,Квартира,4,40.9,5023000.0,122800.0,19,Сдан,"г. Краснодар, ул. Школьная, д. 1",Фестивальный
ССК,Сердце,Квартира,1,118.9,14351000.0,120700.0,14,Сдан,"г. Краснодар, ул. Школьная, д. 1",Фестивальный
Ava Dom,Смородина,Апартаменты,*,51.0,5998000.0,117600.0,24,2028,"г. Краснодар, ул. Владимира Жириновского, д. 1",Фестивальный
Ava Dom,Режиссёр,Квартира,5,112.9,22490000.0,199200.0,18,2026,"г. Краснодар, ул. Старокубанская, д. 100/6",Черёмушки
СЕМЬЯ,Тёплые края,Квартира,4,83.5,10429000.0,124900.0,15,Сдан,"г. Краснодар, ул. им. Александра Гикало, д. 11",Российская
СЕМЬЯ,Все Свои VIP,Коммерческая Недвижимость,*,64.3,9163000.0,142500.0,3,Сдан,"г. Краснодар, ул. Колхозная, д. 5/2",Гидростроителей
DOGMA,МКР САМОЛЁТ,Апартаменты,*,86.6,10288000.0,118800.0,18,Сдан,"г. Краснодар, ул. Ивана Беличенко, д. 90",Центральный
Ava Dom,Небо,Апартаменты,*,63.6,7778000.0,122300.0,22,2028,"г. Краснодар, ул. Ярославская, д. 115",Черёмушки
НЕОМЕТРИЯ,Айвазовский,Коммерческая Недвижимость,*,29.7,5301000.0,178500.0,3,Сдан,"г. Краснодар, ул. Старокубанская, д. 123а",Центральный
ССК,Фонтаны,Квартира,1,37.6,5384000.0,143200.0,6,2026,"г. Краснодар, ул. Старокубанская, д. 2/23",Гидростроителей
СЕМЬЯ,Друзья,Коммерческая Недвижимость,*,111.9,15051000.0,134500.0,4,Сдан,"г. Краснодар, пер. Серова, д. 75",Российская
ССК,Сегодня,Квартира,1,56.8,6736000.0,118600.0,5,Сдан,"г. Краснодар, ул. Ветеранов, д. 85",Центральный
ССК,Сегодня,Квартира,4,72.8,9690000.0,133100.0,2,Сдан,"г. Краснодар, ул. Ветеранов, д. 85",Центральный
СЕМЬЯ,Тёплые края,Коммерческая Недвижимость,*,55.3,9395000.0,169900.0,2,Сдан,"г. Краснодар, ул. им. Александра Гикало, д. 11",Российская
Ava Dom,Новелла,Квартира,5,81.4,10769000.0,132300.0,15,Сдан,"г. Краснодар, ул.Питерская, д. 40",Черёмушки
ССК,Лучший,Квартира,4,47.0,6105000.0,129900.0,8,2026,"г. Краснодар, наб. Степная, д. 94",Черёмушки
ССК,Сегодня,Квартира,5,114.5,14645000.0,127900.0,5,Сдан,"г. Краснодар, ул. Ветеранов, д. 85",Центральный
НЕОМЕТРИЯ,Айвазовский,Квартира,1,73.9,9385000.0,127000.0,22,Сдан,"г. Краснодар, ул. Старокубанская, д. 123а",Центральный
DOGMA,Рекорд2,Квартира,3,112.6,14762000.0,131100.0,17,2026,"​г. Краснодар, ул. Новороссийская, д. 102/8",Пашковский
ССК,Сердце,Квартира,1,36.8,4335000.0,117800.0,6,Сдан,"г. Краснодар, ул. Школьная, д. 1",Фестивальный
ССК,Сердце,Квартира,2,63.7,7727000.0,121300.0,6,Сдан,"г. Краснодар, ул. Школьная, д. 1",Фестивальный
НЕОМЕТРИЯ,Айвазовский,Квартира,3,38.0,5020000.0,132100.0,24,Сдан,"г. Краснодар, ул. Старокубанская, д. 123а",Центральный
ССК,Традиции,Апартаменты,*,43.6,5337000.0,122400.0,22,2027,"пгт. Яблоновский, ул. Тургеневское шоссе",Российская
СЕМЬЯ,Все Свои Vip,Коммерческая Недвижимость,*,51.4,6620000.0,128800.0,2,Сдан,"г. Краснодар, ул. Колхозная, д. 5/2",Центральный
Ava Dom,Смородина,Квартира,5,68.9,8826000.0,128100.0,2,2028,"г. Краснодар, ул. Владимира Жириновского, д. 1",Фестивальный
DOGMA,REEDS,Коммерческая Недвижимость,*,118.4,20388000.0,172200.0,2,2028,"г. Краснодар, ул. Николая Огурцова",Черёмушки
Ava Dom,Новелла,Квартира,2,66.4,8114000.0,122200.0,13,Сдан,"г. Краснодар, ул.Питерская, д. 40",Черёмушки
ССК,Фонтаны,Квартира,4,60.5,9620000.0,159000.0,20,2026,"г. Краснодар, ул. Старокубанская, д. 2/23",Гидростроителей
DOGMA,ПАРК ПОБЕДЫ,Квартира,2,38.9,4575000.0,117600.0,24,Сдан,"​г. Краснодар, ул. им. Героя Пешкова, д. 14",Российская
ССК,Традиции,Коммерческая Недвижимость,*,89.7,12630000.0,140800.0,1,2027,"пгт. Яблоновский, ул. Тургеневское шоссе",Российская
ССК,Традиции,Коммерческая Недвижимость,*,33.0,5567000.0,168700.0,3,2027,"пгт. Яблоновский, ул. Тургеневское шоссе",Российская
СЕМЬЯ,Все Свои VIP,Квартира,4,113.2,14535000.0,128400.0,3,Сдан,"г. Краснодар, ул. Колхозная, д. 5/2",Гидростроителей
Ava Dom,The Grand Palace,Квартира,2,116.0,23618000.0,203600.0,15,Сдан,"г. Краснодар, ул.Уральская, д. 75/6",Гидростроителей
ССК,Сердце,Апартаменты,*,101.8,12135000.0,119200.0,18,Сдан,"г. Краснодар, ул. Школьная, д. 1",Фестивальный
Ava Dom,Небо,Квартира,4,93.8,12588000.0,134200.0,15,2028,"г. Краснодар, ул. Ярославская, д. 115",Черёмушки
БЭЛ Девелопмент,Green Apple,Квартира,1,95.7,11025000.0,115200.0,4,Сдан,"г. Краснодар, пр. Придорожный, д. 60",Российская
Ava Dom,The Grand Palace,Коммерческая Недвижимость,*,98.3,27298000.0,277700.0,2,Сдан,"г. Краснодар, ул.Уральская, д. 75/6",Гидростроителей
Ava Dom,Режиссёр,Коммерческая Недвижимость,*,28.8,6206000.0,215500.0,1,2026,"г. Краснодар, ул. Старокубанская, д. 100/6",Черёмушки
DOGMA,Рекорд2,Квартира,2,58.5,7155000.0,122300.0,25,2026,"​г. Краснодар, ул. Новороссийская, д. 102/8",Пашковский
ССК,Сегодня,Квартира,3,115.9,15125000.0,130500.0,15,Сдан,"г. Краснодар, ул. Ветеранов, д. 85",Центральный
Ava Dom,Небо,Квартира,5,39.5,5210000.0,131900.0,5,2028,"г. Краснодар, ул. Ярославская, д. 115",Черёмушки
ТОЧНО,Патрики,Квартира,3,38.2,4695000.0,122900.0,5,2026,"г. Краснодар, пер. Монтажников, д. 163",Гидростроителей
DOGMA,МКР САМОЛЁТ,Квартира,5,108.8,13905000.0,127800.0,15,Сдан,"г. Краснодар, ул. Ивана Беличенко, д. 90",Центральный
СЕМЬЯ,Все Свои VIP,Коммерческая Недвижимость,*,119.2,19716000.0,165400.0,3,Сдан,"г. Краснодар, ул. Колхозная, д. 5/2",Гидростроителей
БЭЛ Девелопмент,Green Apple,Квартира,3,44.0,5306000.0,120600.0,13,Сдан,"г. Краснодар, пр. Придорожный, д. 60",Российская
СЕМЬЯ,Все Свои VIP,Коммерческая Недвижимость,*,76.8,12419000.0,161700.0,4,Сдан,"г. Краснодар, ул. Колхозная, д. 5/2",Гидростроителей
БЭЛ Девелопмент,Green Apple,Коммерческая Недвижимость,*,77.6,11516000.0,148400.0,4,Сдан,"г. Краснодар, пр. Придорожный, д. 60",Российская
